order_id,customer_id,sku,qty,unit_price
ORD-2025-000062,1,HEADPHONE-001,2,349.99
ORD-2025-000063,5,MOUSE-001,3,89.99
ORD-2025-000064,3,WATCH-001,4,399.99
ORD-2025-000065,5,SSD-001,3,199.99
ORD-2025-000066,1,SSD-001,2,199.99
ORD-2025-000067,4,ROUTER-001,5,249.99
ORD-2024-000068,3,PHONE-001,5,999.99
ORD-2024-000069,2,SSD-001,2,199.99
ORD-2025-000070,3,HEADPHONE-001,1,349.99
ORD-2025-000071,1,TABLET-001,5,599.99
ORD-2025-000072,1,TABLET-001,4,599.99
ORD-2025-000073,4,MOUSE-001,1,89.99
ORD-2024-000074,3,HEADPHONE-001,2,349.99
ORD-2024-000075,1,MONITOR-001,5,499.99
ORD-2025-000076,2,SSD-001,2,199.99
ORD-2024-000077,4,MOUSE-001,3,89.99
ORD-2025-000078,5,SSD-001,3,199.99
ORD-2025-000079,3,LAPTOP-001,1,1299.99
ORD-2024-000080,5,PHONE-001,3,999.99
ORD-2025-000081,3,MONITOR-001,5,499.99
ORD-2025-000082,1,HEADPHONE-001,3,349.99
ORD-2025-000083,4,PHONE-001,2,999.99
ORD-2025-000084,5,KEYBOARD-001,1,129.99
ORD-2025-000085,2,MONITOR-001,1,499.99
ORD-2025-000086,1,ROUTER-001,3,249.99
ORD-2025-000087,5,LAPTOP-001,3,1299.99
ORD-2025-000088,1,ROUTER-001,3,249.99
ORD-2025-000089,4,LAPTOP-001,2,1299.99
ORD-2025-000090,5,WATCH-001,4,399.99
ORD-2025-000091,5,TABLET-001,1,599.99
ORD-2025-000092,2,MONITOR-001,4,499.99
ORD-2024-000093,3,LAPTOP-001,1,1299.99
ORD-2025-000094,5,TABLET-001,2,599.99
ORD-2025-000095,5,SSD-001,2,199.99
ORD-2025-000096,1,ROUTER-001,2,249.99
ORD-2024-000097,5,TABLET-001,4,599.99
ORD-2025-000098,1,MOUSE-001,1,89.99
ORD-2025-000099,4,HEADPHONE-001,3,349.99
ORD-2025-000100,4,KEYBOARD-001,5,129.99
ORD-2025-000101,3,HEADPHONE-001,5,349.99
ORD-2025-000102,2,MOUSE-001,1,89.99
ORD-2025-000103,1,HEADPHONE-001,4,349.99
ORD-2024-000104,1,TABLET-001,5,599.99
ORD-2024-000105,5,HEADPHONE-001,1,349.99
ORD-2025-000106,4,ROUTER-001,1,249.99
ORD-2025-000107,1,MONITOR-001,2,499.99
ORD-2025-000108,2,KEYBOARD-001,2,129.99
ORD-2025-000109,2,TABLET-001,1,599.99
ORD-2025-000110,5,WATCH-001,4,399.99
ORD-2024-000111,4,MOUSE-001,4,89.99
ORD-2025-000112,1,HEADPHONE-001,4,349.99
ORD-2025-000113,3,TABLET-001,5,599.99
ORD-2025-000114,1,MONITOR-001,2,499.99
ORD-2025-000115,1,KEYBOARD-001,2,129.99
ORD-2025-000116,5,KEYBOARD-001,4,129.99
ORD-2024-000117,2,SSD-001,2,199.99
ORD-2024-000118,4,KEYBOARD-001,5,129.99
ORD-2025-000119,4,KEYBOARD-001,4,129.99
ORD-2025-000120,5,KEYBOARD-001,4,129.99
ORD-2025-000121,1,HEADPHONE-001,1,349.99
ORD-2025-000122,4,SSD-001,4,199.99
ORD-2025-000123,1,HEADPHONE-001,4,349.99
ORD-2025-000124,3,PHONE-001,4,999.99
ORD-2025-000125,5,SSD-001,3,199.99
ORD-2025-000126,5,MOUSE-001,2,89.99
ORD-2025-000127,3,PHONE-001,2,999.99
ORD-2025-000128,2,ROUTER-001,5,249.99
ORD-2025-000129,2,WATCH-001,5,399.99
ORD-2024-000130,3,MOUSE-001,3,89.99
ORD-2025-000131,5,KEYBOARD-001,5,129.99
ORD-2025-000132,1,MOUSE-001,5,89.99
ORD-2025-000133,4,WATCH-001,2,399.99
ORD-2025-000134,1,HEADPHONE-001,5,349.99
ORD-2025-000135,4,MOUSE-001,3,89.99
ORD-2025-000136,2,MOUSE-001,2,89.99
ORD-2024-000137,3,MONITOR-001,3,499.99
ORD-2025-000138,1,KEYBOARD-001,3,129.99
ORD-2025-000139,4,KEYBOARD-001,5,129.99
ORD-2025-000140,5,PHONE-001,2,999.99
ORD-2025-000141,3,SSD-001,1,199.99
ORD-2025-000142,5,WATCH-001,1,399.99
ORD-2025-000143,2,ROUTER-001,2,249.99
ORD-2025-000144,4,HEADPHONE-001,5,349.99
ORD-2025-000145,5,SSD-001,3,199.99
ORD-2025-000146,3,SSD-001,5,199.99
ORD-2025-000147,2,WATCH-001,2,399.99
ORD-2025-000148,3,SSD-001,5,199.99
ORD-2025-000149,2,TABLET-001,4,599.99
ORD-2024-000150,1,ROUTER-001,5,249.99
ORD-2025-000151,5,ROUTER-001,5,249.99
ORD-2025-000152,5,MONITOR-001,1,499.99
ORD-2025-000153,3,LAPTOP-001,3,1299.99
ORD-2025-000154,4,TABLET-001,1,599.99
ORD-2025-000155,2,KEYBOARD-001,1,129.99
ORD-2025-000156,5,TABLET-001,5,599.99
ORD-2025-000157,5,KEYBOARD-001,1,129.99
ORD-2025-000158,4,KEYBOARD-001,1,129.99
ORD-2025-000159,1,TABLET-001,1,599.99
ORD-2024-000160,3,HEADPHONE-001,3,349.99
ORD-2025-000161,5,MONITOR-001,5,499.99
ORD-2025-000162,4,KEYBOARD-001,2,129.99
ORD-2025-000163,4,SSD-001,1,199.99
ORD-2025-000164,1,TABLET-001,1,599.99
ORD-2024-000165,1,ROUTER-001,1,249.99
ORD-2025-000166,1,KEYBOARD-001,3,129.99
ORD-2025-000167,1,HEADPHONE-001,3,349.99
ORD-2024-000168,3,SSD-001,2,199.99
ORD-2025-000169,1,LAPTOP-001,5,1299.99
ORD-2025-000170,3,HEADPHONE-001,3,349.99
ORD-2025-000171,4,SSD-001,4,199.99
ORD-2025-000172,1,MOUSE-001,3,89.99
ORD-2025-000173,3,PHONE-001,4,999.99
ORD-2025-000174,3,HEADPHONE-001,4,349.99
ORD-2025-000175,4,HEADPHONE-001,4,349.99
ORD-2025-000176,1,TABLET-001,5,599.99
ORD-2025-000177,5,WATCH-001,2,399.99
ORD-2025-000178,2,MONITOR-001,5,499.99
ORD-2025-000179,5,TABLET-001,5,599.99
ORD-2024-000180,1,MONITOR-001,5,499.99
ORD-2024-000181,4,SSD-001,5,199.99
ORD-2025-000182,3,KEYBOARD-001,5,129.99
ORD-2025-000183,1,MONITOR-001,2,499.99
ORD-2025-000184,4,TABLET-001,5,599.99
ORD-2025-000185,2,TABLET-001,2,599.99
ORD-2025-000186,4,KEYBOARD-001,2,129.99
ORD-2025-000187,1,HEADPHONE-001,4,349.99
ORD-2025-000188,5,KEYBOARD-001,4,129.99
ORD-2024-000189,5,PHONE-001,1,999.99
ORD-2025-000190,2,ROUTER-001,5,249.99
ORD-2025-000191,2,PHONE-001,4,999.99
ORD-2025-000192,2,MOUSE-001,2,89.99
ORD-2025-000193,4,MOUSE-001,4,89.99
ORD-2025-000194,2,TABLET-001,3,599.99
ORD-2024-000195,4,WATCH-001,3,399.99
ORD-2025-000196,3,PHONE-001,3,999.99
ORD-2025-000197,2,WATCH-001,2,399.99
ORD-2025-000198,1,WATCH-001,3,399.99
ORD-2025-000199,5,SSD-001,4,199.99
ORD-2025-000200,2,ROUTER-001,5,249.99
ORD-2025-000201,3,LAPTOP-001,5,1299.99
ORD-2025-000202,1,MONITOR-001,3,499.99
ORD-2024-000203,5,WATCH-001,5,399.99
ORD-2025-000204,5,MONITOR-001,2,499.99
ORD-2025-000205,4,SSD-001,3,199.99
ORD-2025-000206,3,LAPTOP-001,3,1299.99
ORD-2025-000207,4,WATCH-001,5,399.99
ORD-2025-000208,3,MOUSE-001,1,89.99
ORD-2025-000209,3,PHONE-001,4,999.99
ORD-2025-000210,3,KEYBOARD-001,1,129.99
ORD-2024-000211,5,PHONE-001,3,999.99
ORD-2025-000212,2,LAPTOP-001,3,1299.99
ORD-2025-000213,4,PHONE-001,5,999.99
ORD-2025-000214,1,ROUTER-001,4,249.99
ORD-2025-000215,3,MOUSE-001,2,89.99
ORD-2025-000216,3,MOUSE-001,4,89.99
ORD-2025-000217,5,KEYBOARD-001,4,129.99
ORD-2025-000218,2,KEYBOARD-001,4,129.99
ORD-2025-000219,4,LAPTOP-001,3,1299.99
ORD-2024-000220,3,LAPTOP-001,1,1299.99
ORD-2025-000221,5,KEYBOARD-001,3,129.99
ORD-2025-000222,2,HEADPHONE-001,3,349.99
ORD-2025-000223,5,SSD-001,1,199.99
ORD-2025-000224,1,HEADPHONE-001,2,349.99
ORD-2025-000225,2,ROUTER-001,2,249.99
ORD-2025-000226,1,WATCH-001,1,399.99
ORD-2025-000227,2,TABLET-001,2,599.99
ORD-2025-000228,3,WATCH-001,1,399.99
ORD-2024-000229,3,MOUSE-001,2,89.99
ORD-2025-000230,1,HEADPHONE-001,1,349.99
ORD-2025-000231,5,MONITOR-001,5,499.99
ORD-2025-000232,3,TABLET-001,1,599.99
ORD-2024-000233,5,WATCH-001,4,399.99
ORD-2025-000234,4,MOUSE-001,4,89.99
ORD-2025-000235,4,MOUSE-001,2,89.99
ORD-2025-000236,1,MONITOR-001,2,499.99
ORD-2025-000237,3,WATCH-001,1,399.99
ORD-2025-000238,4,LAPTOP-001,2,1299.99
ORD-2025-000239,2,PHONE-001,4,999.99
ORD-2024-000240,2,MOUSE-001,1,89.99
ORD-2025-000241,5,TABLET-001,5,599.99
ORD-2025-000242,3,ROUTER-001,1,249.99
ORD-2025-000243,2,WATCH-001,2,399.99
ORD-2025-000244,3,WATCH-001,2,399.99
ORD-2025-000245,4,MOUSE-001,2,89.99
ORD-2025-000246,5,PHONE-001,1,999.99
ORD-2025-000247,4,SSD-001,2,199.99
ORD-2025-000248,5,HEADPHONE-001,5,349.99
ORD-2025-000249,5,SSD-001,3,199.99
ORD-2025-000250,2,TABLET-001,5,599.99
ORD-2025-000251,5,TABLET-001,3,599.99
ORD-2025-000252,3,HEADPHONE-001,2,349.99
ORD-2024-000253,2,WATCH-001,2,399.99
ORD-2024-000254,1,LAPTOP-001,1,1299.99
ORD-2025-000255,5,WATCH-001,5,399.99
ORD-2024-000256,4,ROUTER-001,2,249.99
ORD-2025-000257,2,TABLET-001,2,599.99
ORD-2025-000258,1,MONITOR-001,2,499.99
ORD-2025-000259,3,ROUTER-001,1,249.99
ORD-2025-000260,1,SSD-001,2,199.99
ORD-2025-000261,5,KEYBOARD-001,1,129.99
ORD-2025-000262,3,LAPTOP-001,2,1299.99
ORD-2025-000263,3,TABLET-001,3,599.99
ORD-2025-000264,5,MOUSE-001,5,89.99
ORD-2025-000265,1,KEYBOARD-001,3,129.99
ORD-2025-000266,5,KEYBOARD-001,5,129.99
ORD-2024-000267,5,KEYBOARD-001,4,129.99
ORD-2025-000268,2,ROUTER-001,3,249.99
ORD-2025-000269,1,MOUSE-001,2,89.99
ORD-2025-000270,1,SSD-001,2,199.99
ORD-2025-000271,5,HEADPHONE-001,4,349.99
ORD-2024-000272,3,PHONE-001,4,999.99
ORD-2025-000273,2,WATCH-001,3,399.99
ORD-2025-000274,3,TABLET-001,3,599.99
ORD-2025-000275,1,ROUTER-001,1,249.99
ORD-2025-000276,1,HEADPHONE-001,4,349.99
ORD-2025-000277,1,TABLET-001,2,599.99
ORD-2025-000278,5,PHONE-001,4,999.99
ORD-2025-000279,5,LAPTOP-001,1,1299.99
ORD-2025-000280,3,KEYBOARD-001,2,129.99
ORD-2025-000281,4,ROUTER-001,1,249.99
ORD-2025-000282,1,TABLET-001,5,599.99
ORD-2025-000283,4,KEYBOARD-001,3,129.99
ORD-2025-000284,5,WATCH-001,1,399.99
ORD-2025-000285,4,SSD-001,3,199.99
ORD-2025-000286,2,ROUTER-001,3,249.99
ORD-2024-000287,1,MONITOR-001,2,499.99
ORD-2025-000288,5,MOUSE-001,4,89.99
ORD-2025-000289,5,HEADPHONE-001,2,349.99
ORD-2025-000290,1,SSD-001,5,199.99
ORD-2025-000291,4,PHONE-001,3,999.99
ORD-2025-000292,5,WATCH-001,2,399.99
ORD-2025-000293,5,LAPTOP-001,4,1299.99
ORD-2025-000294,3,HEADPHONE-001,2,349.99
ORD-2024-000295,4,PHONE-001,5,999.99
ORD-2025-000296,3,TABLET-001,2,599.99
ORD-2025-000297,4,TABLET-001,4,599.99
ORD-2025-000298,4,MONITOR-001,5,499.99
ORD-2025-000299,5,LAPTOP-001,3,1299.99
ORD-2025-000300,2,KEYBOARD-001,5,129.99
ORD-2025-000301,3,LAPTOP-001,3,1299.99
ORD-2025-000302,4,TABLET-001,4,599.99
ORD-2024-000303,3,PHONE-001,5,999.99
ORD-2024-000304,2,HEADPHONE-001,5,349.99
ORD-2025-000305,3,MONITOR-001,2,499.99
ORD-2025-000306,4,PHONE-001,5,999.99
ORD-2025-000307,3,WATCH-001,2,399.99
ORD-2024-000308,1,MOUSE-001,3,89.99
ORD-2024-000309,5,HEADPHONE-001,3,349.99
ORD-2025-000310,4,HEADPHONE-001,4,349.99
ORD-2025-000311,3,LAPTOP-001,5,1299.99
ORD-2024-000312,5,KEYBOARD-001,2,129.99
ORD-2025-000313,5,LAPTOP-001,5,1299.99
ORD-2025-000314,3,KEYBOARD-001,2,129.99
ORD-2025-000315,3,HEADPHONE-001,1,349.99
ORD-2025-000316,2,SSD-001,3,199.99
ORD-2025-000317,3,PHONE-001,2,999.99
ORD-2025-000318,5,HEADPHONE-001,3,349.99
ORD-2025-000319,4,KEYBOARD-001,3,129.99
ORD-2025-000320,4,KEYBOARD-001,5,129.99
ORD-2025-000321,4,MOUSE-001,5,89.99
ORD-2025-000322,1,HEADPHONE-001,2,349.99
ORD-2025-000323,3,MONITOR-001,3,499.99
ORD-2025-000324,4,HEADPHONE-001,4,349.99
ORD-2025-000325,1,PHONE-001,3,999.99
ORD-2025-000326,2,WATCH-001,2,399.99
ORD-2025-000327,1,PHONE-001,2,999.99
ORD-2025-000328,1,PHONE-001,2,999.99
ORD-2025-000329,5,LAPTOP-001,5,1299.99
ORD-2025-000330,4,ROUTER-001,5,249.99
ORD-2025-000331,2,KEYBOARD-001,1,129.99
ORD-2024-000332,4,PHONE-001,4,999.99
ORD-2025-000333,4,LAPTOP-001,1,1299.99
ORD-2025-000334,1,SSD-001,5,199.99
ORD-2025-000335,3,TABLET-001,2,599.99
ORD-2025-000336,2,LAPTOP-001,4,1299.99
ORD-2025-000337,4,KEYBOARD-001,2,129.99
ORD-2025-000338,5,WATCH-001,5,399.99
ORD-2025-000339,3,LAPTOP-001,1,1299.99
ORD-2025-000340,1,MONITOR-001,3,499.99
ORD-2025-000341,3,LAPTOP-001,1,1299.99
ORD-2025-000342,2,HEADPHONE-001,5,349.99
ORD-2025-000343,5,HEADPHONE-001,1,349.99
ORD-2025-000344,5,LAPTOP-001,1,1299.99
ORD-2025-000345,1,KEYBOARD-001,2,129.99
ORD-2025-000346,4,KEYBOARD-001,2,129.99
ORD-2025-000347,1,TABLET-001,4,599.99
ORD-2024-000348,1,LAPTOP-001,5,1299.99
ORD-2025-000349,3,TABLET-001,1,599.99
ORD-2025-000350,3,MOUSE-001,1,89.99
ORD-2025-000351,2,MONITOR-001,3,499.99
ORD-2025-000352,4,PHONE-001,3,999.99
ORD-2025-000353,5,LAPTOP-001,4,1299.99
ORD-2024-000354,5,PHONE-001,1,999.99
ORD-2024-000355,1,TABLET-001,3,599.99
ORD-2025-000356,5,HEADPHONE-001,5,349.99
ORD-2024-000357,3,ROUTER-001,2,249.99
ORD-2025-000358,4,SSD-001,5,199.99
ORD-2025-000359,4,HEADPHONE-001,2,349.99
ORD-2025-000360,4,MOUSE-001,2,89.99
ORD-2024-000361,4,HEADPHONE-001,5,349.99
ORD-2025-000362,2,MOUSE-001,5,89.99
ORD-2025-000363,4,HEADPHONE-001,3,349.99
ORD-2025-000364,4,MONITOR-001,5,499.99
ORD-2024-000365,4,KEYBOARD-001,2,129.99
ORD-2025-000366,4,ROUTER-001,2,249.99
ORD-2025-000367,5,PHONE-001,1,999.99
ORD-2025-000368,5,MONITOR-001,1,499.99
ORD-2025-000369,4,TABLET-001,1,599.99
ORD-2025-000370,5,SSD-001,5,199.99
ORD-2025-000371,2,WATCH-001,3,399.99
ORD-2024-000372,3,WATCH-001,3,399.99
ORD-2025-000373,5,LAPTOP-001,3,1299.99
ORD-2025-000374,4,KEYBOARD-001,4,129.99
ORD-2025-000375,3,WATCH-001,4,399.99
ORD-2025-000376,4,ROUTER-001,3,249.99
ORD-2025-000377,3,MOUSE-001,3,89.99
ORD-2025-000378,5,LAPTOP-001,3,1299.99
ORD-2024-000379,2,SSD-001,2,199.99
ORD-2025-000380,4,KEYBOARD-001,3,129.99
ORD-2025-000381,3,ROUTER-001,3,249.99
ORD-2025-000382,5,ROUTER-001,5,249.99
ORD-2025-000383,5,TABLET-001,3,599.99
ORD-2024-000384,3,HEADPHONE-001,5,349.99
ORD-2025-000385,5,WATCH-001,1,399.99
ORD-2024-000386,3,SSD-001,2,199.99
ORD-2024-000387,4,TABLET-001,2,599.99
ORD-2025-000388,4,MONITOR-001,5,499.99
ORD-2025-000389,1,WATCH-001,4,399.99
ORD-2025-000390,3,SSD-001,4,199.99
ORD-2025-000391,5,ROUTER-001,5,249.99
ORD-2024-000392,1,SSD-001,2,199.99
ORD-2025-000393,2,PHONE-001,1,999.99
ORD-2024-000394,2,ROUTER-001,2,249.99
ORD-2025-000395,1,WATCH-001,2,399.99
ORD-2025-000396,1,MOUSE-001,1,89.99
ORD-2025-000397,2,MONITOR-001,2,499.99
ORD-2025-000398,4,PHONE-001,1,999.99
ORD-2024-000399,3,PHONE-001,3,999.99
ORD-2025-000400,3,WATCH-001,1,399.99
ORD-2025-000401,4,PHONE-001,5,999.99
ORD-2025-000402,5,MONITOR-001,1,499.99
ORD-2025-000403,5,SSD-001,4,199.99
ORD-2025-000404,3,TABLET-001,5,599.99
ORD-2024-000405,3,MONITOR-001,2,499.99
ORD-2025-000406,2,MONITOR-001,4,499.99
ORD-2025-000407,4,HEADPHONE-001,3,349.99
ORD-2025-000408,4,PHONE-001,1,999.99
ORD-2025-000409,2,HEADPHONE-001,3,349.99
ORD-2025-000410,3,WATCH-001,3,399.99
ORD-2025-000411,3,HEADPHONE-001,3,349.99
ORD-2025-000412,4,TABLET-001,4,599.99
ORD-2025-000413,4,LAPTOP-001,5,1299.99
ORD-2025-000414,2,SSD-001,3,199.99
ORD-2025-000415,1,TABLET-001,5,599.99
ORD-2025-000416,2,LAPTOP-001,5,1299.99
ORD-2024-000417,5,KEYBOARD-001,1,129.99
ORD-2025-000418,1,WATCH-001,4,399.99
ORD-2025-000419,5,KEYBOARD-001,2,129.99
ORD-2025-000420,2,MOUSE-001,4,89.99
ORD-2025-000421,3,TABLET-001,2,599.99
ORD-2025-000422,5,KEYBOARD-001,3,129.99
ORD-2025-000423,2,PHONE-001,4,999.99
ORD-2025-000424,1,MONITOR-001,5,499.99
ORD-2025-000425,3,ROUTER-001,3,249.99
ORD-2025-000426,5,MOUSE-001,1,89.99
ORD-2024-000427,5,LAPTOP-001,1,1299.99
ORD-2024-000428,2,KEYBOARD-001,4,129.99
ORD-2025-000429,3,KEYBOARD-001,5,129.99
ORD-2025-000430,5,WATCH-001,5,399.99
ORD-2025-000431,4,MOUSE-001,4,89.99
ORD-2024-000432,5,TABLET-001,2,599.99
ORD-2025-000433,3,LAPTOP-001,3,1299.99
ORD-2025-000434,1,KEYBOARD-001,2,129.99
ORD-2025-000435,1,LAPTOP-001,2,1299.99
ORD-2024-000436,4,MONITOR-001,4,499.99
ORD-2025-000437,5,MOUSE-001,2,89.99
ORD-2025-000438,4,KEYBOARD-001,2,129.99
ORD-2025-000439,1,WATCH-001,5,399.99
ORD-2025-000440,2,PHONE-001,4,999.99
ORD-2025-000441,2,SSD-001,1,199.99
ORD-2025-000442,3,ROUTER-001,5,249.99
ORD-2025-000443,1,TABLET-001,3,599.99
ORD-2025-000444,1,TABLET-001,5,599.99
ORD-2025-000445,3,WATCH-001,5,399.99
ORD-2025-000446,5,MOUSE-001,1,89.99
ORD-2025-000447,5,KEYBOARD-001,3,129.99
ORD-2025-000448,1,SSD-001,4,199.99
ORD-2025-000449,5,LAPTOP-001,1,1299.99
ORD-2025-000450,1,SSD-001,4,199.99
ORD-2025-000451,4,SSD-001,1,199.99
ORD-2025-000452,1,LAPTOP-001,2,1299.99
ORD-2025-000453,3,MOUSE-001,2,89.99
ORD-2024-000454,1,ROUTER-001,5,249.99
ORD-2025-000455,1,WATCH-001,3,399.99
ORD-2025-000456,5,ROUTER-001,2,249.99
ORD-2024-000457,2,WATCH-001,4,399.99
ORD-2025-000458,4,TABLET-001,2,599.99
ORD-2025-000459,4,KEYBOARD-001,5,129.99
ORD-2025-000460,4,MONITOR-001,3,499.99
ORD-2024-000461,3,PHONE-001,3,999.99
ORD-2025-000462,2,KEYBOARD-001,1,129.99
ORD-2024-000463,3,SSD-001,5,199.99
ORD-2025-000464,5,PHONE-001,3,999.99
ORD-2025-000465,2,TABLET-001,1,599.99
ORD-2025-000466,5,ROUTER-001,4,249.99
ORD-2025-000467,2,WATCH-001,3,399.99
ORD-2025-000468,5,TABLET-001,2,599.99
ORD-2025-000469,1,LAPTOP-001,1,1299.99
ORD-2025-000470,4,MONITOR-001,5,499.99
ORD-2025-000471,4,ROUTER-001,4,249.99
ORD-2025-000472,5,WATCH-001,5,399.99
ORD-2025-000473,5,SSD-001,2,199.99
ORD-2025-000474,4,KEYBOARD-001,1,129.99
ORD-2025-000475,3,SSD-001,3,199.99
ORD-2025-000476,4,SSD-001,2,199.99
ORD-2025-000477,2,WATCH-001,4,399.99
ORD-2025-000478,4,MOUSE-001,1,89.99
ORD-2024-000479,3,LAPTOP-001,1,1299.99
ORD-2025-000480,1,LAPTOP-001,2,1299.99
ORD-2025-000481,1,WATCH-001,5,399.99
ORD-2025-000482,1,LAPTOP-001,5,1299.99
ORD-2025-000483,2,HEADPHONE-001,2,349.99
ORD-2025-000484,2,KEYBOARD-001,3,129.99
ORD-2024-000485,1,MONITOR-001,5,499.99
ORD-2025-000486,5,KEYBOARD-001,1,129.99
ORD-2025-000487,4,HEADPHONE-001,5,349.99
ORD-2025-000488,4,SSD-001,1,199.99
ORD-2025-000489,1,KEYBOARD-001,1,129.99
ORD-2025-000490,3,KEYBOARD-001,5,129.99
ORD-2025-000491,4,KEYBOARD-001,1,129.99
ORD-2025-000492,5,MOUSE-001,4,89.99
ORD-2024-000493,1,SSD-001,1,199.99
ORD-2025-000494,3,KEYBOARD-001,1,129.99
ORD-2025-000495,4,ROUTER-001,1,249.99
ORD-2025-000496,2,HEADPHONE-001,3,349.99
ORD-2025-000497,1,HEADPHONE-001,1,349.99
ORD-2025-000498,1,LAPTOP-001,3,1299.99
ORD-2025-000499,2,WATCH-001,5,399.99
ORD-2025-000500,4,ROUTER-001,5,249.99
