order_id,customer_id,sku,qty,unit_price
ORD-2024-000066,4,LAPTOP-001,3,1299.99
ORD-2025-000067,1,MONITOR-001,4,499.99
ORD-2025-000068,4,ROUTER-001,3,249.99
ORD-2024-000069,1,MOUSE-001,3,89.99
ORD-2025-000070,1,WATCH-001,1,399.99
ORD-2025-000071,4,MOUSE-001,4,89.99
ORD-2024-000072,5,TABLET-001,3,599.99
ORD-2025-000073,5,LAPTOP-001,4,1299.99
ORD-2025-000074,5,SSD-001,2,199.99
ORD-2025-000075,2,WATCH-001,5,399.99
ORD-2025-000076,3,MOUSE-001,2,89.99
ORD-2025-000077,3,MOUSE-001,2,89.99
ORD-2025-000078,1,MOUSE-001,2,89.99
ORD-2025-000079,1,PHONE-001,2,999.99
ORD-2025-000080,5,SSD-001,3,199.99
ORD-2025-000081,4,SSD-001,1,199.99
ORD-2025-000082,3,SSD-001,5,199.99
ORD-2025-000083,4,HEADPHONE-001,5,349.99
ORD-2025-000084,3,MONITOR-001,5,499.99
ORD-2024-000085,4,LAPTOP-001,3,1299.99
ORD-2025-000086,3,KEYBOARD-001,5,129.99
ORD-2024-000087,5,KEYBOARD-001,3,129.99
ORD-2025-000088,1,TABLET-001,3,599.99
ORD-2024-000089,4,TABLET-001,2,599.99
ORD-2025-000090,1,PHONE-001,3,999.99
ORD-2025-000091,4,HEADPHONE-001,5,349.99
ORD-2025-000092,4,MOUSE-001,4,89.99
ORD-2025-000093,2,LAPTOP-001,3,1299.99
ORD-2025-000094,4,PHONE-001,1,999.99
ORD-2024-000095,2,KEYBOARD-001,3,129.99
ORD-2025-000096,3,ROUTER-001,2,249.99
ORD-2025-000097,5,ROUTER-001,3,249.99
ORD-2025-000098,3,HEADPHONE-001,1,349.99
ORD-2025-000099,3,WATCH-001,5,399.99
ORD-2025-000100,1,KEYBOARD-001,4,129.99
ORD-2025-000101,2,LAPTOP-001,5,1299.99
ORD-2025-000102,5,TABLET-001,2,599.99
ORD-2025-000103,2,PHONE-001,1,999.99
ORD-2025-000104,1,MONITOR-001,3,499.99
ORD-2025-000105,2,HEADPHONE-001,5,349.99
ORD-2025-000106,3,PHONE-001,1,999.99
ORD-2025-000107,2,WATCH-001,4,399.99
ORD-2025-000108,4,MOUSE-001,5,89.99
ORD-2025-000109,4,SSD-001,3,199.99
ORD-2025-000110,3,HEADPHONE-001,1,349.99
ORD-2025-000111,4,SSD-001,4,199.99
ORD-2025-000112,4,ROUTER-001,5,249.99
ORD-2025-000113,2,LAPTOP-001,4,1299.99
ORD-2024-000114,1,HEADPHONE-001,1,349.99
ORD-2024-000115,3,SSD-001,3,199.99
ORD-2025-000116,1,ROUTER-001,1,249.99
ORD-2025-000117,1,TABLET-001,2,599.99
ORD-2024-000118,2,PHONE-001,4,999.99
ORD-2024-000119,4,TABLET-001,3,599.99
ORD-2025-000120,4,MOUSE-001,4,89.99
ORD-2025-000121,2,ROUTER-001,1,249.99
ORD-2025-000122,1,KEYBOARD-001,2,129.99
ORD-2024-000123,4,MOUSE-001,4,89.99
ORD-2025-000124,1,MOUSE-001,3,89.99
ORD-2025-000125,1,LAPTOP-001,5,1299.99
ORD-2025-000126,1,MONITOR-001,2,499.99
ORD-2025-000127,3,HEADPHONE-001,4,349.99
ORD-2025-000128,1,WATCH-001,1,399.99
ORD-2025-000129,5,LAPTOP-001,1,1299.99
ORD-2024-000130,1,TABLET-001,4,599.99
ORD-2025-000131,1,MONITOR-001,1,499.99
ORD-2025-000132,2,WATCH-001,4,399.99
ORD-2024-000133,3,MONITOR-001,1,499.99
ORD-2025-000134,4,SSD-001,3,199.99
ORD-2025-000135,2,MOUSE-001,4,89.99
ORD-2025-000136,1,MOUSE-001,4,89.99
ORD-2025-000137,5,WATCH-001,2,399.99
ORD-2025-000138,5,MONITOR-001,3,499.99
ORD-2025-000139,2,KEYBOARD-001,3,129.99
ORD-2024-000140,5,ROUTER-001,5,249.99
ORD-2025-000141,5,TABLET-001,2,599.99
ORD-2025-000142,1,PHONE-001,5,999.99
ORD-2025-000143,1,LAPTOP-001,3,1299.99
ORD-2025-000144,2,SSD-001,1,199.99
ORD-2024-000145,5,MOUSE-001,1,89.99
ORD-2025-000146,1,SSD-001,5,199.99
ORD-2025-000147,5,WATCH-001,3,399.99
ORD-2024-000148,4,MONITOR-001,1,499.99
ORD-2025-000149,2,LAPTOP-001,5,1299.99
ORD-2025-000150,5,SSD-001,1,199.99
ORD-2025-000151,3,ROUTER-001,4,249.99
ORD-2025-000152,1,HEADPHONE-001,2,349.99
ORD-2025-000153,4,TABLET-001,3,599.99
ORD-2025-000154,1,MOUSE-001,3,89.99
ORD-2025-000155,5,ROUTER-001,3,249.99
ORD-2025-000156,4,KEYBOARD-001,5,129.99
ORD-2025-000157,1,MOUSE-001,5,89.99
ORD-2025-000158,5,PHONE-001,2,999.99
ORD-2025-000159,3,WATCH-001,1,399.99
ORD-2025-000160,3,MONITOR-001,5,499.99
ORD-2024-000161,5,TABLET-001,4,599.99
ORD-2025-000162,2,LAPTOP-001,3,1299.99
ORD-2025-000163,1,KEYBOARD-001,4,129.99
ORD-2025-000164,4,WATCH-001,2,399.99
ORD-2025-000165,3,SSD-001,1,199.99
ORD-2025-000166,4,ROUTER-001,4,249.99
ORD-2025-000167,5,TABLET-001,4,599.99
ORD-2025-000168,5,MOUSE-001,2,89.99
ORD-2025-000169,1,SSD-001,2,199.99
ORD-2025-000170,2,LAPTOP-001,4,1299.99
ORD-2024-000171,4,HEADPHONE-001,5,349.99
ORD-2025-000172,1,TABLET-001,1,599.99
ORD-2025-000173,4,ROUTER-001,2,249.99
ORD-2025-000174,3,LAPTOP-001,1,1299.99
ORD-2025-000175,5,MONITOR-001,4,499.99
ORD-2025-000176,2,WATCH-001,3,399.99
ORD-2025-000177,4,PHONE-001,1,999.99
ORD-2025-000178,1,LAPTOP-001,3,1299.99
ORD-2025-000179,5,KEYBOARD-001,5,129.99
ORD-2025-000180,2,MONITOR-001,2,499.99
ORD-2024-000181,4,MOUSE-001,5,89.99
ORD-2025-000182,4,SSD-001,5,199.99
ORD-2025-000183,1,MONITOR-001,5,499.99
ORD-2025-000184,4,KEYBOARD-001,3,129.99
ORD-2024-000185,2,MOUSE-001,4,89.99
ORD-2024-000186,3,KEYBOARD-001,4,129.99
ORD-2025-000187,3,MOUSE-001,4,89.99
ORD-2025-000188,5,HEADPHONE-001,5,349.99
ORD-2025-000189,1,KEYBOARD-001,5,129.99
ORD-2024-000190,2,SSD-001,1,199.99
ORD-2025-000191,5,SSD-001,5,199.99
ORD-2025-000192,5,ROUTER-001,3,249.99
ORD-2025-000193,5,SSD-001,5,199.99
ORD-2024-000194,4,HEADPHONE-001,4,349.99
ORD-2025-000195,3,SSD-001,3,199.99
ORD-2025-000196,2,PHONE-001,5,999.99
ORD-2025-000197,3,HEADPHONE-001,1,349.99
ORD-2025-000198,3,ROUTER-001,1,249.99
ORD-2025-000199,2,PHONE-001,1,999.99
ORD-2025-000200,3,LAPTOP-001,5,1299.99
ORD-2025-000201,3,SSD-001,4,199.99
ORD-2025-000202,5,WATCH-001,1,399.99
ORD-2025-000203,3,SSD-001,3,199.99
ORD-2025-000204,2,HEADPHONE-001,5,349.99
ORD-2025-000205,3,MONITOR-001,4,499.99
ORD-2025-000206,2,TABLET-001,2,599.99
ORD-2025-000207,2,MOUSE-001,1,89.99
ORD-2025-000208,5,SSD-001,5,199.99
ORD-2025-000209,4,WATCH-001,3,399.99
ORD-2025-000210,2,MOUSE-001,1,89.99
ORD-2025-000211,3,KEYBOARD-001,5,129.99
ORD-2025-000212,2,PHONE-001,2,999.99
ORD-2025-000213,2,PHONE-001,5,999.99
ORD-2025-000214,1,SSD-001,3,199.99
ORD-2025-000215,2,PHONE-001,4,999.99
ORD-2025-000216,3,ROUTER-001,1,249.99
ORD-2024-000217,3,TABLET-001,5,599.99
ORD-2025-000218,1,KEYBOARD-001,2,129.99
ORD-2024-000219,2,ROUTER-001,2,249.99
ORD-2025-000220,2,ROUTER-001,5,249.99
ORD-2025-000221,5,MONITOR-001,5,499.99
ORD-2025-000222,2,MOUSE-001,2,89.99
ORD-2025-000223,1,PHONE-001,5,999.99
ORD-2025-000224,4,HEADPHONE-001,2,349.99
ORD-2025-000225,5,LAPTOP-001,5,1299.99
ORD-2025-000226,2,MONITOR-001,3,499.99
ORD-2025-000227,2,SSD-001,1,199.99
ORD-2024-000228,4,ROUTER-001,1,249.99
ORD-2025-000229,3,HEADPHONE-001,1,349.99
ORD-2024-000230,5,SSD-001,5,199.99
ORD-2025-000231,1,TABLET-001,4,599.99
ORD-2025-000232,5,PHONE-001,2,999.99
ORD-2025-000233,3,SSD-001,1,199.99
ORD-2025-000234,3,TABLET-001,5,599.99
ORD-2025-000235,5,LAPTOP-001,4,1299.99
ORD-2025-000236,5,SSD-001,2,199.99
ORD-2025-000237,3,TABLET-001,4,599.99
ORD-2025-000238,3,MONITOR-001,1,499.99
ORD-2025-000239,2,MOUSE-001,2,89.99
ORD-2025-000240,4,HEADPHONE-001,2,349.99
ORD-2025-000241,5,PHONE-001,4,999.99
ORD-2025-000242,2,SSD-001,5,199.99
ORD-2024-000243,3,TABLET-001,3,599.99
ORD-2025-000244,3,HEADPHONE-001,1,349.99
ORD-2025-000245,1,SSD-001,4,199.99
ORD-2024-000246,4,MONITOR-001,4,499.99
ORD-2024-000247,1,KEYBOARD-001,1,129.99
ORD-2025-000248,1,KEYBOARD-001,5,129.99
ORD-2025-000249,5,WATCH-001,2,399.99
ORD-2025-000250,4,ROUTER-001,1,249.99
ORD-2025-000251,5,LAPTOP-001,2,1299.99
ORD-2025-000252,4,LAPTOP-001,2,1299.99
ORD-2025-000253,2,KEYBOARD-001,3,129.99
ORD-2024-000254,1,MONITOR-001,1,499.99
ORD-2025-000255,5,MOUSE-001,2,89.99
ORD-2025-000256,5,SSD-001,5,199.99
ORD-2025-000257,2,SSD-001,5,199.99
ORD-2025-000258,3,MOUSE-001,1,89.99
ORD-2024-000259,2,MOUSE-001,4,89.99
ORD-2024-000260,1,LAPTOP-001,2,1299.99
ORD-2025-000261,2,MOUSE-001,5,89.99
ORD-2025-000262,4,HEADPHONE-001,2,349.99
ORD-2025-000263,5,MOUSE-001,4,89.99
ORD-2024-000264,4,SSD-001,5,199.99
ORD-2025-000265,2,HEADPHONE-001,5,349.99
ORD-2025-000266,1,PHONE-001,1,999.99
ORD-2025-000267,3,MONITOR-001,3,499.99
ORD-2025-000268,5,ROUTER-001,2,249.99
ORD-2025-000269,2,WATCH-001,3,399.99
ORD-2025-000270,5,ROUTER-001,2,249.99
ORD-2025-000271,2,WATCH-001,3,399.99
ORD-2025-000272,5,WATCH-001,3,399.99
ORD-2025-000273,1,KEYBOARD-001,5,129.99
ORD-2024-000274,2,ROUTER-001,5,249.99
ORD-2025-000275,1,KEYBOARD-001,3,129.99
ORD-2025-000276,3,ROUTER-001,1,249.99
ORD-2025-000277,3,TABLET-001,1,599.99
ORD-2025-000278,2,SSD-001,3,199.99
ORD-2025-000279,1,HEADPHONE-001,5,349.99
ORD-2025-000280,1,LAPTOP-001,5,1299.99
ORD-2025-000281,2,SSD-001,5,199.99
ORD-2025-000282,1,KEYBOARD-001,1,129.99
ORD-2025-000283,2,KEYBOARD-001,1,129.99
ORD-2024-000284,5,LAPTOP-001,1,1299.99
ORD-2025-000285,2,KEYBOARD-001,3,129.99
ORD-2025-000286,5,MONITOR-001,2,499.99
ORD-2025-000287,5,SSD-001,1,199.99
ORD-2025-000288,3,MOUSE-001,4,89.99
ORD-2025-000289,1,TABLET-001,1,599.99
ORD-2025-000290,5,KEYBOARD-001,4,129.99
ORD-2025-000291,5,LAPTOP-001,5,1299.99
ORD-2025-000292,2,ROUTER-001,3,249.99
ORD-2025-000293,4,TABLET-001,4,599.99
ORD-2025-000294,4,HEADPHONE-001,5,349.99
ORD-2025-000295,4,KEYBOARD-001,2,129.99
ORD-2025-000296,4,MOUSE-001,1,89.99
ORD-2025-000297,4,LAPTOP-001,5,1299.99
ORD-2025-000298,5,KEYBOARD-001,4,129.99
ORD-2024-000299,5,ROUTER-001,1,249.99
ORD-2025-000300,3,TABLET-001,3,599.99
ORD-2025-000301,5,MONITOR-001,1,499.99
ORD-2025-000302,5,TABLET-001,5,599.99
ORD-2025-000303,1,HEADPHONE-001,4,349.99
ORD-2025-000304,5,KEYBOARD-001,1,129.99
ORD-2025-000305,2,HEADPHONE-001,1,349.99
ORD-2025-000306,1,KEYBOARD-001,1,129.99
ORD-2025-000307,4,LAPTOP-001,2,1299.99
ORD-2025-000308,5,WATCH-001,1,399.99
ORD-2025-000309,3,TABLET-001,2,599.99
ORD-2025-000310,4,MOUSE-001,4,89.99
ORD-2025-000311,5,MONITOR-001,3,499.99
ORD-2025-000312,4,ROUTER-001,3,249.99
ORD-2025-000313,4,HEADPHONE-001,3,349.99
ORD-2025-000314,4,MONITOR-001,5,499.99
ORD-2025-000315,5,TABLET-001,1,599.99
ORD-2025-000316,4,HEADPHONE-001,2,349.99
ORD-2025-000317,4,LAPTOP-001,3,1299.99
ORD-2025-000318,5,MONITOR-001,4,499.99
ORD-2025-000319,5,ROUTER-001,4,249.99
ORD-2025-000320,3,LAPTOP-001,4,1299.99
ORD-2025-000321,4,PHONE-001,4,999.99
ORD-2025-000322,1,ROUTER-001,4,249.99
ORD-2025-000323,4,HEADPHONE-001,5,349.99
ORD-2024-000324,3,MOUSE-001,3,89.99
ORD-2025-000325,4,LAPTOP-001,3,1299.99
ORD-2025-000326,4,SSD-001,3,199.99
ORD-2025-000327,1,PHONE-001,3,999.99
ORD-2025-000328,5,PHONE-001,1,999.99
ORD-2025-000329,1,SSD-001,2,199.99
ORD-2025-000330,2,MONITOR-001,4,499.99
ORD-2025-000331,3,MONITOR-001,5,499.99
ORD-2025-000332,4,KEYBOARD-001,4,129.99
ORD-2025-000333,2,SSD-001,1,199.99
ORD-2025-000334,2,MONITOR-001,2,499.99
ORD-2025-000335,3,SSD-001,1,199.99
ORD-2025-000336,1,ROUTER-001,3,249.99
ORD-2025-000337,4,PHONE-001,4,999.99
ORD-2025-000338,3,ROUTER-001,1,249.99
ORD-2025-000339,4,ROUTER-001,1,249.99
ORD-2025-000340,1,TABLET-001,2,599.99
ORD-2024-000341,1,LAPTOP-001,3,1299.99
ORD-2025-000342,1,LAPTOP-001,5,1299.99
ORD-2025-000343,5,MOUSE-001,5,89.99
ORD-2025-000344,3,ROUTER-001,1,249.99
ORD-2024-000345,2,LAPTOP-001,4,1299.99
ORD-2025-000346,1,WATCH-001,2,399.99
ORD-2024-000347,2,LAPTOP-001,5,1299.99
ORD-2025-000348,2,SSD-001,1,199.99
ORD-2025-000349,4,TABLET-001,2,599.99
ORD-2025-000350,5,MOUSE-001,1,89.99
ORD-2025-000351,1,WATCH-001,1,399.99
ORD-2025-000352,3,TABLET-001,3,599.99
ORD-2025-000353,3,TABLET-001,1,599.99
ORD-2024-000354,3,PHONE-001,1,999.99
ORD-2025-000355,2,MOUSE-001,4,89.99
ORD-2024-000356,1,WATCH-001,5,399.99
ORD-2025-000357,1,PHONE-001,2,999.99
ORD-2025-000358,3,MOUSE-001,5,89.99
ORD-2025-000359,5,ROUTER-001,5,249.99
ORD-2025-000360,5,MONITOR-001,3,499.99
ORD-2025-000361,5,KEYBOARD-001,1,129.99
ORD-2025-000362,4,SSD-001,3,199.99
ORD-2025-000363,4,TABLET-001,3,599.99
ORD-2025-000364,1,TABLET-001,4,599.99
ORD-2025-000365,1,PHONE-001,1,999.99
ORD-2025-000366,5,MOUSE-001,1,89.99
ORD-2025-000367,2,LAPTOP-001,5,1299.99
ORD-2025-000368,5,SSD-001,5,199.99
ORD-2025-000369,4,MONITOR-001,4,499.99
ORD-2025-000370,2,HEADPHONE-001,4,349.99
ORD-2025-000371,4,SSD-001,3,199.99
ORD-2025-000372,5,MONITOR-001,5,499.99
ORD-2025-000373,3,MOUSE-001,1,89.99
ORD-2025-000374,2,SSD-001,3,199.99
ORD-2025-000375,5,LAPTOP-001,5,1299.99
ORD-2025-000376,5,MOUSE-001,1,89.99
ORD-2025-000377,1,MOUSE-001,2,89.99
ORD-2025-000378,3,MONITOR-001,3,499.99
ORD-2025-000379,3,KEYBOARD-001,4,129.99
ORD-2024-000380,1,ROUTER-001,1,249.99
ORD-2025-000381,5,ROUTER-001,3,249.99
ORD-2024-000382,2,WATCH-001,1,399.99
ORD-2025-000383,4,TABLET-001,2,599.99
ORD-2025-000384,3,ROUTER-001,5,249.99
ORD-2025-000385,2,MOUSE-001,5,89.99
ORD-2025-000386,5,WATCH-001,3,399.99
ORD-2025-000387,2,MONITOR-001,2,499.99
ORD-2025-000388,1,MOUSE-001,2,89.99
ORD-2025-000389,3,PHONE-001,5,999.99
ORD-2025-000390,3,SSD-001,3,199.99
ORD-2024-000391,4,TABLET-001,3,599.99
ORD-2024-000392,2,ROUTER-001,2,249.99
ORD-2025-000393,3,MOUSE-001,4,89.99
ORD-2025-000394,5,TABLET-001,5,599.99
ORD-2024-000395,4,MOUSE-001,5,89.99
ORD-2025-000396,5,HEADPHONE-001,5,349.99
ORD-2025-000397,4,PHONE-001,3,999.99
ORD-2024-000398,3,KEYBOARD-001,5,129.99
ORD-2025-000399,3,HEADPHONE-001,4,349.99
ORD-2024-000400,1,MOUSE-001,3,89.99
ORD-2024-000401,5,WATCH-001,2,399.99
ORD-2025-000402,4,MOUSE-001,4,89.99
ORD-2025-000403,4,LAPTOP-001,5,1299.99
ORD-2025-000404,5,WATCH-001,2,399.99
ORD-2025-000405,5,PHONE-001,5,999.99
ORD-2025-000406,3,HEADPHONE-001,1,349.99
ORD-2025-000407,1,KEYBOARD-001,3,129.99
ORD-2025-000408,3,LAPTOP-001,4,1299.99
ORD-2025-000409,3,WATCH-001,4,399.99
ORD-2025-000410,1,KEYBOARD-001,4,129.99
ORD-2025-000411,5,WATCH-001,3,399.99
ORD-2025-000412,1,ROUTER-001,4,249.99
ORD-2025-000413,1,HEADPHONE-001,2,349.99
ORD-2025-000414,4,SSD-001,5,199.99
ORD-2025-000415,2,HEADPHONE-001,5,349.99
ORD-2025-000416,2,LAPTOP-001,2,1299.99
ORD-2025-000417,3,KEYBOARD-001,2,129.99
ORD-2025-000418,4,KEYBOARD-001,1,129.99
ORD-2025-000419,3,MONITOR-001,1,499.99
ORD-2025-000420,1,MOUSE-001,4,89.99
ORD-2025-000421,2,KEYBOARD-001,4,129.99
ORD-2025-000422,3,PHONE-001,5,999.99
ORD-2025-000423,2,KEYBOARD-001,2,129.99
ORD-2024-000424,1,MONITOR-001,1,499.99
ORD-2025-000425,3,ROUTER-001,3,249.99
ORD-2025-000426,4,MONITOR-001,5,499.99
ORD-2025-000427,5,MONITOR-001,1,499.99
ORD-2024-000428,1,ROUTER-001,4,249.99
ORD-2025-000429,2,LAPTOP-001,4,1299.99
ORD-2025-000430,3,PHONE-001,5,999.99
ORD-2025-000431,2,ROUTER-001,3,249.99
ORD-2025-000432,3,KEYBOARD-001,5,129.99
ORD-2025-000433,3,PHONE-001,2,999.99
ORD-2025-000434,1,HEADPHONE-001,3,349.99
ORD-2024-000435,4,MOUSE-001,5,89.99
ORD-2025-000436,5,MONITOR-001,3,499.99
ORD-2025-000437,2,LAPTOP-001,1,1299.99
ORD-2025-000438,3,MONITOR-001,4,499.99
ORD-2025-000439,1,ROUTER-001,4,249.99
ORD-2025-000440,5,TABLET-001,4,599.99
ORD-2025-000441,2,LAPTOP-001,1,1299.99
ORD-2025-000442,2,KEYBOARD-001,5,129.99
ORD-2025-000443,1,TABLET-001,2,599.99
ORD-2025-000444,1,MONITOR-001,4,499.99
ORD-2024-000445,5,ROUTER-001,1,249.99
ORD-2025-000446,2,MOUSE-001,1,89.99
ORD-2025-000447,1,HEADPHONE-001,2,349.99
ORD-2025-000448,3,MOUSE-001,1,89.99
ORD-2024-000449,1,HEADPHONE-001,1,349.99
ORD-2025-000450,2,HEADPHONE-001,4,349.99
ORD-2025-000451,2,LAPTOP-001,1,1299.99
ORD-2024-000452,3,KEYBOARD-001,3,129.99
ORD-2024-000453,5,HEADPHONE-001,4,349.99
ORD-2025-000454,5,SSD-001,1,199.99
ORD-2024-000455,2,PHONE-001,1,999.99
ORD-2025-000456,4,LAPTOP-001,4,1299.99
ORD-2025-000457,4,KEYBOARD-001,4,129.99
ORD-2025-000458,2,LAPTOP-001,4,1299.99
ORD-2025-000459,4,KEYBOARD-001,1,129.99
ORD-2025-000460,1,LAPTOP-001,1,1299.99
ORD-2025-000461,4,HEADPHONE-001,2,349.99
ORD-2025-000462,3,ROUTER-001,5,249.99
ORD-2025-000463,5,MOUSE-001,5,89.99
ORD-2025-000464,1,WATCH-001,5,399.99
ORD-2025-000465,4,ROUTER-001,5,249.99
ORD-2025-000466,2,MONITOR-001,2,499.99
ORD-2025-000467,5,TABLET-001,3,599.99
ORD-2025-000468,4,MOUSE-001,1,89.99
ORD-2025-000469,4,TABLET-001,4,599.99
ORD-2025-000470,1,KEYBOARD-001,4,129.99
ORD-2025-000471,4,WATCH-001,1,399.99
ORD-2025-000472,1,MONITOR-001,1,499.99
ORD-2024-000473,1,MONITOR-001,5,499.99
ORD-2025-000474,3,TABLET-001,2,599.99
ORD-2025-000475,4,WATCH-001,2,399.99
ORD-2025-000476,4,MOUSE-001,4,89.99
ORD-2025-000477,4,HEADPHONE-001,4,349.99
ORD-2025-000478,4,MOUSE-001,2,89.99
ORD-2025-000479,3,PHONE-001,5,999.99
ORD-2025-000480,1,MOUSE-001,3,89.99
ORD-2025-000481,2,SSD-001,5,199.99
ORD-2025-000482,2,SSD-001,5,199.99
ORD-2025-000483,3,MONITOR-001,5,499.99
ORD-2024-000484,3,MONITOR-001,2,499.99
ORD-2025-000485,2,MOUSE-001,5,89.99
ORD-2025-000486,5,WATCH-001,5,399.99
ORD-2025-000487,2,PHONE-001,2,999.99
ORD-2024-000488,2,WATCH-001,3,399.99
ORD-2025-000489,5,MOUSE-001,2,89.99
ORD-2025-000490,4,PHONE-001,4,999.99
ORD-2025-000491,3,TABLET-001,2,599.99
ORD-2025-000492,2,PHONE-001,1,999.99
ORD-2025-000493,5,MOUSE-001,3,89.99
ORD-2025-000494,5,MONITOR-001,1,499.99
ORD-2025-000495,2,KEYBOARD-001,1,129.99
ORD-2025-000496,4,MONITOR-001,5,499.99
ORD-2025-000497,5,LAPTOP-001,4,1299.99
ORD-2025-000498,5,PHONE-001,4,999.99
ORD-2025-000499,1,TABLET-001,5,599.99
ORD-2024-000500,2,LAPTOP-001,5,1299.99
